__id__,caption,category_code,country_code,created_at,url
9achdfTCQu8VM56ccKK4,architectural design of stepwells in India,ARCH,IND,2024-07-01T13:40:02Z,https://live.staticflickr.com/4844/45862863022_06bf518d9c_b.jpg
AdaN3NrwVYwEeC1bnUpy,Indian lakeside view with many trees,ARCH,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/3/33/%27Kodaikanal%27_Upper_Lake_View_Rural_Tamil_Nadu_India_November_2013.jpg
Ajr3clzQDISBHCSK2SYE,"a plate of Vada Pav with chutney, indian bread and potato patty with traditional sauce",FOOD,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Vada_Pav_-_A_Burger_for_Common_Men_in_India.jpg/800px-Vada_Pav_-_A_Burger_for_Common_Men_in_India.jpg?20150615104121
Av3i2HAf2yh3zfqTifFn,a woman in her embroidered Indian Kashmiri Pashmina shawl holding a tray of food,CLOTH,IND,2024-07-01T13:40:02Z,https://images.pexels.com/photos/8758410/pexels-photo-8758410.jpeg
BQMFenpNotAPAqa8fcCw,an Indian woman lighting traditional oil lamps on the floor,PEOPLE,IND,2024-07-01T13:40:02Z,https://pixahive.com/wp-content/uploads/2020/11/Women-in-saree-lighting-diyas-on-rangoli-204931-pixahive.jpg
BRpRM1tOCYvzD2p8Htht,a group of Indian childern wearing school uniform at school,PEOPLE,IND,2024-07-01T13:40:02Z,https://images.unsplash.com/photo-1524069290683-0457abfe42c3?ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8NHx8aW5kaWFuJTIwY2hpbGRyZW58ZW58MHx8MHx8fDA%3D&w=1000&q=80
BwCkjpCbhTAbNtYXaQIW,an intricate indian embroidery dress,DANCE,IND,2024-07-01T13:40:02Z,https://www.luxuryfacts.com/app/webroot/img/images/A%20Summer%20Memoir%20by%20JADE-56.jpgg
CAPjQ4yhIcSliHdVkemi,"a plate of Dosa with chutney, indian pancake",FOOD,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Masala_dosa_01.jpg/800px-Masala_dosa_01.jpg
ChiFsa0hjh20Cj6S6Dpk,a bowl of Indian potato curry recipe,FOOD,IND,2024-07-01T13:40:02Z,https://www.flickr.com/photos/soniagoyal/28906445485
DMEsUHV4QfAeoBL0NtoK,a young Indian woman in modern yellow dress,CLOTH,IND,2024-07-01T13:40:02Z,https://freerangestock.com/sample/128859/indian-fashion-model--female-.jpg
DQJtoCpCgaih7fKbMvrz,Indian city view in Mumbai with roads and buildings in behind,CITIES,IND,2024-07-01T13:40:02Z,"https://assets.gqindia.com/photos/6001988e1aeba202281b1955/4:3/w_1440,h_1080,c_limit/most-expensive-cities.jpg"
Dne9nqA31JzUdDr2R2zs,appearance inside the Indian palace with arches and patterns on the walls,ARCH,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Pillars_on_the_Main_Floor_at_the_Bangalore_Palace_%2815860016651%29.jpg/1024px-Pillars_on_the_Main_Floor_at_the_Bangalore_Palace_%2815860016651%29.jpg
DtpemnZloUrfYcxHpnWu,an Indian farmer harvesting rice in a lush field,PEOPLE,IND,2024-07-01T13:40:02Z,https://live.staticflickr.com/7356/9339339005_c04853bd69_b.jpg
EJN31dX3UK0hiLjxTcQE,outside of an Indian Shopping Mall,CITIES,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/1/11/DLF_Promenade_Mall_Delhi.JPG
EgI8NmTuUAiHR0Yy80o5,inside a modern Indian Hotel in Mumbai,ARCH,IND,2024-07-01T13:40:02Z,https://live.staticflickr.com/65535/49541405868_b6e30c2db9_b.jpg
ExEXmWLUVXPLou0PbZ5d,an Indian woman performing traditional Kuchipudi folk dance,DANCE,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Kuchipudi_Performer_DS.jpg/424px-Kuchipudi_Performer_DS.jpg
EzkyOjZrptHwQxHBYXZm,a crowd with colored powder for India's colorful Holi festival of colors,RELIG,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/c/cd/Holi_Festival_USA_2013.jpg
F2WJhaqA8xApXtni1Qdb,Indian dessert milk cake kalakand,FOOD,IND,2024-07-01T13:40:02Z,https://static.toiimg.com/thumb/70656402.cms?imgsize=216950&width=800&height=800
FqyCX03IJBjqVuhNPvUe,a group of people for India's spiritual Aarti ceremony by the Ganges,RELIG,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/e/ef/India_-_Varanasi_puja_ceremony_-_1772.jpg
G8RO8I1ofJlMXVOBtod5,"many plates of Indian styled food including rice, naan, meat and snack",FOOD,IND,2024-07-01T13:40:02Z,https://sandinmysuitcase.com/wp-content/uploads/2021/01/Popular-Indian-Food-Dishes-720x540.jpg.webp
GHFdZvCbGiT06GBI8cWl,a plate of Indian vegan rolls with sauces,FOOD,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Indian_vegan_rolls_%2815742450746%29_%282%29.jpg/701px-Indian_vegan_rolls_%2815742450746%29_%282%29.jpg?20150608190401
GXcALrtsSiFPbLuXWkIl,"an Indian couple holding hands in the middle of a field, man in suit and girl in purple dress",CLOTH,IND,2024-07-01T13:40:02Z,https://happytimeevents.in/wp-content/uploads/2023/01/pexels-unique-click-by-sonam-singh-14662315-1024x683.jpg
GqBLWcNqGR5RQOTCZfM4,some plates of Indian food on the table,FOOD,IND,2024-07-01T13:40:02Z,https://live.staticflickr.com/8014/7186023248_675794c5fd_b.jpg
I0Qpu6PmzuIpsz4wHV1U,Indian Shopping Mall interior with several people,CITIES,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/c/cd/Select_CIty_Walk_interior_2.JPG
I2mLk0o7Nt1JoWBtJDId,multiple Indian women in colorful traditional clothing performing Bhangra dance,DANCE,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Bhangra_1.jpg/800px-Bhangra_1.jpg
IUpQYUckbu8NtYwlNzd6,an Indian old potter man crafting traditional Indian pottery,DANCE,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/d/d6/Old_potter%2C_Jaipur_1.jpg
J41cKC0JLE8aYUEaFEjw,women dressed in traditional Indian Assamese Mekhela Chador dress dancing,CLOTH,IND,2024-07-01T13:40:02Z,https://1.bp.blogspot.com/-egmtkQrJqKI/Xjf6_xTdSeI/AAAAAAAAKN8/NWHHx6G2LVQpHpHJf_Dk56ubHE9sPzBdQCLcBGAsYHQ/s1600/assamese_women_mekhela_chador.jpg
J5dWJrBqKetP4Vr9bRYU,a street in Mumbai Indian with some buildings besides the sea,CITIES,IND,2024-07-01T13:40:02Z,"https://assets.gqindia.com/photos/60027f492c62054a0ba3cec1/master/w_1600,c_limit/Most%20Expensive%20Cities%20866x95610.jpg"
J9S6XYxYHnXi05ZbXMMv,"an Indian Resort, the building in the water in city of Udaipur",ARCH,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/7/71/Lake_Palace_Udaipur_%285581488764%29.jpg
JICSjz8kuzbRY56y1TXq,"a large apartment building in delhi, India",ARCH,IND,2024-07-01T13:40:02Z,https://www.envirolyser.com/wp-content/uploads/2020/04/Apartments-Delhi.jpg
Jp5ofgoHmCPmWVuSUkVn,a traditional South Indian breakfast platter,FOOD,IND,2024-07-01T13:40:02Z,https://i2.pickpik.com/photos/491/17/77/food-southindian-indian-cuisine-preview.jpg
KF1JDZ6UTSe9yRq3saql,a person working with an India's weaving looms,TOOLS,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/b/b4/Saree_Weaving_by_Handloom_2.jpg
KjtFCfVXTuaII0ox0R51,a herd of deer grazing in a field in india,NATUR,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/8/88/Central_India_forest_landscape.jpg
L5BlYeH3tdyDiL5eqHpV,some traditional indian kitchen utensils,TOOLS,IND,2024-07-01T13:40:02Z,https://c.pxhere.com/photos/ec/34/copper_vessel_copper_water_jug_copper_jug_brass_pot_brass_cooking_pot_cooking_pot_indian_cooking-483158.jpg!d
LAHJmnmgVmqbBBYfdFLu,India's coastal and sea,NATUR,IND,2024-07-01T13:40:02Z,https://live.staticflickr.com/65535/53199910897_b505a2dda6_z.jpg
LJRbF8iwlu29kxf6RcZ8,an Indian man in traditional clothing playing indian traditional fold hand drum Dholak,DANCE,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/A_musician_with_dholak_dhol%2C_a_type_of_Indian_percussion_instrument.jpg/600px-A_musician_with_dholak_dhol%2C_a_type_of_Indian_percussion_instrument.jpg
LT9Fxz3mbnGl63APIwvJ,some Indian students wearing school uniforms and a female teacher in Indian red dress,PEOPLE,IND,2024-07-01T13:40:02Z,https://images.pexels.com/photos/11367436/pexels-photo-11367436.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=11
MRojxu0UOfbq15zgv14R,a woman in traditional Indian Salwar Kameez dress,CLOTH,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Shalwarkameez.jpg/600px-Shalwarkameez.jpg
Mbk6S9hKCrSRZSp9KeAK,India's bamboo crafting tools,TOOLS,IND,2024-07-01T13:40:02Z,https://images.rawpixel.com/image_1300/cHJpdmF0ZS9zdGF0aWMvaW1hZ2Uvd2Vic2l0ZS8yMDIyLTA0L2xyL2ZyYXhlX3Njb3V0X3dvb2RfY3JhZnQtaW1hZ2Uta3liZWJ2eDEuanBn.jpg
N0Hk5LEimxBEXUjuQS6P,an indian woman in a blue traditional saree with floral and leaves design,CLOTH,IND,2024-07-01T13:40:02Z,https://c.pxhere.com/images/ce/4e/ef97c2117439bfe761319cfddc6e-1635354.jpg!d
NDtbK1aA9zTMgxNJGxME,an Indian man in modern shirt and jeans leaning on a wall,CLOTH,IND,2024-07-01T13:40:02Z,https://c.pxhere.com/photos/f3/28/blue_brick_wall_casual_eyeglasses_face_facial_expression_facial_hair_fashion-1536079.jpg!d
NYEb1Bt8H6Nt84rmrJG2,Indian  people walking in the street for a Indian religious processions,RELIG,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/d/d4/Kannampuzha_temple_procession.jpg
Nhg6YX0JN9VYMQ8J6Xgo,an Indian craftsman creating intricate mehndi designs,PEOPLE,IND,2024-07-01T13:40:02Z,https://live.staticflickr.com/8169/7987541916_28f896a0bb_b.jpg
NvGObx9x9UnxBYI5joMl,Indian temple rituals,RELIG,IND,2024-07-01T13:40:02Z,https://live.staticflickr.com/65535/52572318076_6b77dce4aa_b.jpg
PFt9jSCiCX6sr9vS4q1T,an Indian woman wearing dress performing a traditional Indian dress Kathak dance,DANCE,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Namrata_Rai_Kathak_Dancer.jpg/400px-Namrata_Rai_Kathak_Dancer.jpg
PLB1S9GPx7QZvxZPa6Tk,many people praying in the ground for Indian Eid al-Fitr celebrations,RELIG,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/7/73/Eid_al-Fitr_Namaz.jpg
QsdUB3jPecJqXy0J3xGW,a India man in a traditional Indian dhoti and kurta clothing in the wood,CLOTH,IND,2024-07-01T13:40:02Z,https://images.pexels.com/photos/17551806/pexels-photo-17551806/free-photo-of-man-in-shirt.jpeg
Rl3HXif2wYPIRNttEeKB,Indian fisherman casting his net into a river,PEOPLE,IND,2024-07-01T13:40:02Z,https://live.staticflickr.com/7008/6677731439_08ed60fd2b_b.jpg
Rw18PLMSBdKu3sVvCAAj,a house decorated for an Indian wedding,ARCH,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/0/0e/A_house_decorated_for_an_Indian_Wedding.jpg
SGYZwYBGum3W4guztXJ3,an Indian traditional Kathak dancer in her graceful costume dancing,CLOTH,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/b/b3/Shinjini_kathak_dance_indian_classical_san_Francisco.jpg
ShewxBQxryM6g2M0uhOI,an Indian vendor selling Indian street food,FOOD,IND,2024-07-01T13:40:02Z,https://live.staticflickr.com/2388/2256122360_9eb2f196db_b.jpg
SnFL0IGF6lGkb6zJfoBn,multiple Indian women performing Dandiya dance,DANCE,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/e/ea/%E0%A4%A6%E0%A4%BE%E0%A4%82%E0%A4%A1%E0%A4%BF%E0%A4%AF%E0%A4%BE_%E0%A4%B0%E0%A4%BE%E0%A4%B8.jpg
SzFTSfJb2N6FY3OAT7dh,some female dancers in Indian traditional clothing performing on the stage,DANCE,IND,2024-07-01T13:40:02Z,https://live.staticflickr.com/4713/38762788105_277a53bdfe_b.jpg
TIPWjwUyvSJ7wIPMpCLS,an Indian couple and their child sitting on the bench in the park,PEOPLE,IND,2024-07-01T13:40:02Z,https://images.pexels.com/photos/4593618/pexels-photo-4593618.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
TZCA2lKlHcMHEuoQPStn,a man in traditional Indian Sherwani attire,CLOTH,IND,2024-07-01T13:40:02Z,https://live.staticflickr.com/566/20890991205_1a8927502e_o.jpg
VEAobRO4gsqSVs9UfpYQ,a lady using Traditional Indian spice grinding tools,TOOLS,IND,2024-07-01T13:40:02Z,https://images.pexels.com/photos/3715768/pexels-photo-3715768.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2
VIOi7sF7kJKRwJ5rV2P3,an Indian hillside with houses on it,NATUR,IND,2024-07-01T13:40:02Z,https://pixahive.com/wp-content/uploads/2020/08/View-of-a-Indian-Hillstation-2933-pixahive.jpg
VJwFmdZnAuQpG9AmYoRd,a musician playing an indian traditional instrument sitar at a cultural event,DANCE,IND,2024-07-01T13:40:02Z,https://live.staticflickr.com/5218/5386463986_3fac34db94_b.jpg
VRrMfqBoIlOvRDMlAnku,some Indian people walking on the sideworkof the Indian street with Indian palace buildings behind,CITIES,IND,2024-07-01T13:40:02Z,"https://media.newyorker.com/photos/5e94dd1adb395c0009acc00f/master/w_1920,c_limit/Karnad-IndiaPollutionCoronavirus.jpg"
Vxvyp3bYdQhP55DK8g8G,"Samosa recipe, a popular deep fried snacks recipe of Indian Cusine",FOOD,IND,2024-07-01T13:40:02Z,https://www.flickr.com/photos/soniagoyal/31078600701
WUrLeuukyimkdqemYy3Z,"a colorful flower design, the Indian rangoli design painted on the ground",DANCE,IND,2024-07-01T13:40:02Z,https://live.staticflickr.com/54/145176457_1a8ef6d0c5_b.jpg
WfrJUfAMHrBvqZRbQjU5,a woman in traditional northeastern Indian dress and dancing,CLOTH,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Kabui_Naga_dance_at_Central_Park%2C_Connaught_Place%2C_New_Delhi_IMG_1308_04.jpg/374px-Kabui_Naga_dance_at_Central_Park%2C_Connaught_Place%2C_New_Delhi_IMG_1308_04.jpg?20210225185400
WiZY6gPONtk6vLb8WjJA,an traditional south Indian stone temple architecture,ARCH,IND,2024-07-01T13:40:02Z,https://www.worldhistory.org/uploads/images/3966.jpg
Wl8IsV8lXPmAbj23zSVy,two Indian sculptors carving a marble statue,DANCE,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/b/be/Marble_statue_makers%2C_near_Jaipur%2C_Rajasthan%2C_India.jpg
WqIBvhSNxNbNlGrRWE2p,a woman in traditional Indian Punjabi styled long dress,CLOTH,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Punjabi_Traditional_Fashion_-_Cultural_Night_-_Wiki_Conference_India_-_CGC_-_Mohali_2016-08-05_7349.JPG/398px-Punjabi_Traditional_Fashion_-_Cultural_Night_-_Wiki_Conference_India_-_CGC_-_Mohali_2016-08-05_7349.JPG
YwBNQooesuleGc2GKBec,the hands of a man for a hand embroidery in India,DANCE,IND,2024-07-01T13:40:02Z,https://authindia.com/wp-content/uploads/2017/12/Hand-Embroidery-For-Beginners-1-800x500.jpg
aAbR8C03nuRvIR1NHxcf,some very green tea bushes in the mountains in indian state of Kerela,NATUR,IND,2024-07-01T13:40:02Z,https://live.staticflickr.com/7381/16575356186_cee74c65cf_b.jpg
aEgeZ3xeuOiXEMumnzO3,people sitting and selling fruits in an Indian traditional street market,CITIES,IND,2024-07-01T13:40:02Z,https://live.staticflickr.com/188/419064779_16b645bfd9_c.jpg
btz0TPEo3BhmaPOlV59k,multiple Indian men in green clothing and red head warp performing Bhangra dance,DANCE,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/9/9f/Punjabi_Folk_dance_Gaidda_Boliya_and_Bhangara_36.jpg
c56DgITTLgQvZEAGS4P1,a woman in traditional Indian Anarkali white gown dress,CLOTH,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Priyanka_Chopra_walks_for_Manish_Malhotra_%26_Shaina_NC%27s_show_for_CPAA_02.jpg/398px-Priyanka_Chopra_walks_for_Manish_Malhotra_%26_Shaina_NC%27s_show_for_CPAA_02.jpg
cKOVeKnb56zXP8Wt1doF,"Indian city skyline with buildings at dusk, with birds flying in the sky",CITIES,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/d/d7/Mumbai_Skyline_Sunrise.jpg
cWuJb7WifrIYwxXeot6a,Indian palace gate with intricate decorations on the walls,ARCH,IND,2024-07-01T13:40:02Z,https://live.staticflickr.com/2096/2278187822_d3673aec56_b.jpg
cZoIN7Mr8JaRdffm1ddC,an Indian girl wearing traditional Indian clothign is hugging her dad in their home,PEOPLE,IND,2024-07-01T13:40:02Z,https://images.pexels.com/photos/8819146/pexels-photo-8819146.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
d54zMoqu5ee64s1mvicJ,group of people wearing tradiional clothing praying for food in front of the table,PEOPLE,IND,2024-07-01T13:40:02Z,https://images.pexels.com/photos/8818734/pexels-photo-8818734.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
doWygtu1I6kMyNSpsSit,a overview of the Modern Indian University,CITIES,IND,2024-07-01T13:40:02Z,https://admissioninindia.com.bd/uploads/news/news_1671873086.jpg
eHronfKc6IC9UbujDO7o,some people on camels at sunset in Indian desert,NATUR,IND,2024-07-01T13:40:02Z,https://live.staticflickr.com/65535/49259664386_76b64df9a2_b.jpg
eKGNN3cXMqAkSilPuXWE,an Indian man in formal suit,CLOTH,IND,2024-07-01T13:40:02Z,https://images.pexels.com/photos/17136149/pexels-photo-17136149/free-photo-of-indian-beard-man.jpeg
ec9qT6nMwoia69XWyPnt,Indian woman performing Rajasthani folk dance,DANCE,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/c/c3/Indian_woman_performing_Rajasthani_folk_dance.jpg
fmKxdmQCYYbB9Du9R8zq,India's local neighborhoods,CITIES,IND,2024-07-01T13:40:02Z,https://live.staticflickr.com/4643/38538983724_2f9d060fb6_b.jpg
g2p0ur1yBtUPqIiPqL1c,an Indian woman in a formal clothign wearing black pants and blazer jacket,CLOTH,IND,2024-07-01T13:40:02Z,"https://static.toiimg.com/thumb/msid-71352148,width-1280,resizemode-4/71352148.jpg"
gA08w5CKIdM3kMjJwd5H,a couple in an Indian Hindu wedding rituals and ceremonies,RELIG,IND,2024-07-01T13:40:02Z,https://live.staticflickr.com/7069/6907910489_84a0a53c7a_b.jpg
gYVg6t5cwwAVbvRyHMA7,"an Indian family is wearing traditional Indian clothing, posing for the camera",CLOTH,IND,2024-07-01T13:40:02Z,https://images.pexels.com/photos/9392460/pexels-photo-9392460.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
gm4aWOXkKRzTwC4V4t3A,Indian college students studing in library,PEOPLE,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/7/77/Medlibrary.jpg
gtdOfOeec264cACMTGk6,Indian city streets with crowded people,CITIES,IND,2024-07-01T13:40:02Z,https://live.staticflickr.com/2187/1814268800_497691f940_b.jpg
h3Kghm8FCClkDwYk4Yuh,a building of the Presidential House of India,ARCH,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/6/63/Rashtrapati_Bhawan-New_Delhi.jpg
h9dN6TnspvASO0V1YswY,"a man selling Pav bhaji on the streetside, indian bread and mixed curry, and two men eating",FOOD,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Pav_Bhaji_Stall_-_Food_Court_-_39th_International_Kolkata_Book_Fair_-_Milan_Mela_Complex_-_Kolkata_2015-02-06_5768.JPG/800px-Pav_Bhaji_Stall_-_Food_Court_-_39th_International_Kolkata_Book_Fair_-_Milan_Mela_Complex_-_Kolkata_2015-02-06_5768.JPG?20150207152057
hofJcOQOXNCnm6L4Hw66,people walking through a busy street in the Indian traditional market,CITIES,IND,2024-07-01T13:40:02Z,https://live.staticflickr.com/110/296150321_829a2e405a_b.jpg
i6dfhTNBExoldsaDDj3Y,people performing at the India's Durga Puja celebrations,RELIG,IND,2024-07-01T13:40:02Z,https://live.staticflickr.com/3747/10323480273_634c31040d_b.jpg
iM3wKpzjNQ3MYSJ8X5PM,many Indian people sitting in side Modern Temple in city of Bangalore,ARCH,IND,2024-07-01T13:40:02Z,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/73140d84-a45b-440c-be5c-1128ec3fd782/dasjnlr-036dea77-64f0-4b9f-b602-cec2fe4bd007.jpg/v1/fill/w_800,h_300,q_70,strp/musical_evening___the_glorious_vishhalakshi_mantap_by_chiragbtgt_dasjnlr-400t.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9MzM4IiwicGF0aCI6IlwvZlwvNzMxNDBkODQtYTQ1Yi00NDBjLWJlNWMtMTEyOGVjM2ZkNzgyXC9kYXNqbmxyLTAzNmRlYTc3LTY0ZjAtNGI5Zi1iNjAyLWNlYzJmZTRiZDAwNy5qcGciLCJ3aWR0aCI6Ijw9OTAwIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmltYWdlLm9wZXJhdGlvbnMiXX0.9gbD1_0l9izIUpfNgrX1bKx59ucPLGcCFA7spLgf5YY"
ilCrSziBL76Wurqzm0wo,a group of Indian people with Sikh Turbans wearing modern style clothing in front of a modern building,PEOPLE,IND,2024-07-01T13:40:02Z,https://images.pexels.com/photos/2890962/pexels-photo-2890962.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
iv8nAkVa6aU0HMkLTaPE,"a tall modern Building in Mumbai, India",ARCH,IND,2024-07-01T13:40:02Z,https://live.staticflickr.com/4135/4801125226_8f2d72a948_b.jpg
iw0YerH3BIS80j5zT3IG,Indian college students standing in the park,PEOPLE,IND,2024-07-01T13:40:02Z,"https://economictimes.indiatimes.com/thumb/msid-85061194,width-1200,height-900,resizemode-4,imgsize-934348/students-.jpg?from=mdr"
kFog5otDqUXbF37YCPAD,a person is lightening the Indian festival divali oil lamps,RELIG,IND,2024-07-01T13:40:02Z,https://www.ucf.edu/wp-content/blogs.dir/20/files/2022/10/Diwali.jpg
kO7V7CBZ08FQhufJ5iD5,an indian childern smiling and holding a flag of India,PEOPLE,IND,2024-07-01T13:40:02Z,https://images.indianexpress.com/2018/08/872596842-170667a.jpg
kQO2ClVSjMoUPBf4ZOvk,"a large green park with many benches and steps,the Open Air Theatre in city of Bangalore, India",ARCH,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/4/45/Open_Air_Theatre_Art_Of_Living_International_Center_%2848186393477%29.jpg
keXWOMyqdLusgEqWt1NQ,a man wearing a traditional Indian Pathan white suit,CLOTH,IND,2024-07-01T13:40:02Z,https://images.pexels.com/photos/15846889/pexels-photo-15846889/free-photo-of-photo-of-a-man-wearing-white-traditional-suit-with-a-red-handkerchief.jpeg
lCJoLJgaa4HgUfbnMq38,a Indian peacock on the ground,NATUR,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/0/0c/The_Indian_National_Bird.jpg
lsx1kAyXGYkS6IRTtGcA,a Indian girl in a skirt with a pink top in front of a traditional wall,CLOTH,IND,2024-07-01T13:40:02Z,https://p0.pikist.com/photos/949/667/fashion-model-girl-in-denim-girl-in-skirt-indian-female-outdoor-girl-with-machines-girl-under-shed.jpg
mWAsY0PLDKZi2lpTYqZC,a man in traditional north indian clothing playing indian traditional hand drum Tabla,DANCE,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/5/56/RASHID_NIYAZI_TABLA_PLAYER_Delhi.JPG
my99Hk7otJCLRm0zwPe3,a view of hospital building in city of New Delhi,CITIES,IND,2024-07-01T13:40:02Z,https://getwellgo.com/uploads/hospitals/medanta-gurgaon.jpg
nDwTGc0i8NQgfRdsdTPs,Indian street seller selling Indian street food gol gappas,FOOD,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/b/b4/GOl_gaPPa.JPG
nLa1Q1tJQCscpi6C73kq,a group of Indian child and an Indian girl having mehndi designs on her hands,PEOPLE,IND,2024-07-01T13:40:02Z,https://images.pexels.com/photos/16364473/pexels-photo-16364473/free-photo-of-indian-kids-posing-for-a-photo.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=11
o4FxgpLxBzE8ZjjFcC2b,some indian people in an Indian art gallery exhibition,DANCE,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Indian_Society_of_Oriental_Art_-_Group_Exhibition_-_Kolkata_2013-07-04_0833.JPG/1600px-Indian_Society_of_Oriental_Art_-_Group_Exhibition_-_Kolkata_2013-07-04_0833.JPG?20130705085614
ozcsJwA83tg8wT3sIvgq,an Indian woman in traditional clothing performing Bharatanatyam dance on the stage,DANCE,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Bharatanatyam_danseuse.jpg/396px-Bharatanatyam_danseuse.jpg
p59gUowtbdg6HBiVOGnN,the Parliament House of India with a park outside,ARCH,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/6/67/In_par_img.jpg
qdEOVxRhsMyQGwDRfnuy,the view of an area of park with some grass in India,CITIES,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/1/16/Indian_Boundary_Park_%2810053380604%29.jpg
quxKb6QxyVxlhhp7xS2w,Indian working ladies discussing work,PEOPLE,IND,2024-07-01T13:40:02Z,https://pixahive.com/wp-content/uploads/2020/12/Working-Together-248710-pixahive.jpg
qwO0k6o1h6PHRyXBRMO9,the Indian family having a picnic in the park,PEOPLE,IND,2024-07-01T13:40:02Z,https://images.pexels.com/photos/5119595/pexels-photo-5119595.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1
rBGwAMarjypx7FIuPOxJ,"a plate of Dhokla with chutney, a savory indian sponge cake with traditional sauces",FOOD,IND,2024-07-01T13:40:02Z,https://upload.wikimedia.org/wikipedia/commons/f/f3/Dhokla_with_chutney.jpg
